************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.002], 'LR_actor': [0.0005], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.99], 'tau': [0.002], 'LR_actor': [0.0002], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.3], 'num_repeats': [5], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.95], 'tau': [0.002], 'LR_actor': [0.001], 'LR_critic': [0.0001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.99995], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [1], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.001], 'LR_actor': [0.0001], 'LR_critic': [0.0005], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.9999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.2], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.005, 'LR_actor': 0.0005, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 3, 'seed': 1000, 'trial': 0}
time :2019-01-22 03:48:05.040366
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
Met project requirement in 1309 episodes
episode:1310, steps:261, total steps:164555, current:[+0.600, +0.590], score:0.613 slope:-2.94e-03 epsilon:0.35
Met project requirement in 1310 episodes
episode:1311, steps:29, total steps:164584, current:[+0.000, +0.090], score:0.605 slope:-3.08e-03 epsilon:0.35
Met project requirement in 1311 episodes
episode:1312, steps:390, total steps:164974, current:[+1.000, +0.990], score:0.599 slope:-2.24e-03 epsilon:0.35
Met project requirement in 1312 episodes
episode:1313, steps:387, total steps:165361, current:[+1.000, +0.990], score:0.605 slope:-2.12e-03 epsilon:0.35
Met project requirement in 1313 episodes
episode:1314, steps:202, total steps:165563, current:[+0.490, +0.500], score:0.601 slope:-2.01e-03 epsilon:0.35
Met project requirement in 1314 episodes
episode:1315, steps:221, total steps:165784, current:[+0.490, +0.600], score:0.599 slope:-1.89e-03 epsilon:0.35
Met project requirement in 1315 episodes
episode:1316, steps:253, total steps:166037, current:[+0.700, +0.590], score:0.580 slope:-6.15e-04 epsilon:0.35
Met project requirement in 1316 episodes
episode:1317, steps:100, total steps:166137, current:[+0.300, +0.190], score:0.583 slope:-1.13e-03 epsilon:0.35
Met project requirement in 1317 episodes
episode:1318, steps:273, total steps:166410, current:[+0.700, +0.590], score:0.589 slope:-1.36e-03 epsilon:0.35
Met project requirement in 1318 episodes
episode:1319, steps:432, total steps:166842, current:[+1.090, +1.100], score:0.574 slope:1.66e-04 epsilon:0.35
Met project requirement in 1319 episodes
episode:1320, steps:351, total steps:167193, current:[+0.900, +0.890], score:0.576 slope:4.36e-04 epsilon:0.35
Met project requirement in 1320 episodes
episode:1321, steps:487, total steps:167680, current:[+1.300, +1.190], score:0.582 slope:9.41e-04 epsilon:0.35
Met project requirement in 1321 episodes
episode:1322, steps:70, total steps:167750, current:[+0.200, +0.090], score:0.581 slope:5.43e-04 epsilon:0.35
Met project requirement in 1322 episodes
episode:1323, steps:30, total steps:167780, current:[+0.000, +0.090], score:0.578 slope:1.35e-04 epsilon:0.34
Met project requirement in 1323 episodes
episode:1324, steps:30, total steps:167810, current:[+0.000, +0.090], score:0.578 slope:-4.45e-04 epsilon:0.34
Met project requirement in 1324 episodes
episode:1325, steps:148, total steps:167958, current:[+0.290, +0.400], score:0.575 slope:-4.76e-04 epsilon:0.34
Met project requirement in 1325 episodes
episode:1326, steps:30, total steps:167988, current:[+0.000, +0.090], score:0.575 slope:-1.05e-03 epsilon:0.34
Met project requirement in 1326 episodes
episode:1327, steps:14, total steps:168002, current:[-0.010, +0.000], score:0.571 slope:-1.50e-03 epsilon:0.34
Met project requirement in 1327 episodes
episode:1328, steps:52, total steps:168054, current:[+0.090, +0.100], score:0.570 slope:-2.01e-03 epsilon:0.34
Met project requirement in 1328 episodes
episode:1329, steps:134, total steps:168188, current:[+0.290, +0.300], score:0.572 slope:-2.46e-03 epsilon:0.34
Met project requirement in 1329 episodes
episode:1330, steps:317, total steps:168505, current:[+0.790, +0.800], score:0.577 slope:-2.49e-03 epsilon:0.34
Met project requirement in 1330 episodes
episode:1331, steps:30, total steps:168535, current:[+0.100, -0.010], score:0.576 slope:-3.00e-03 epsilon:0.34
Met project requirement in 1331 episodes
episode:1332, steps:256, total steps:168791, current:[+0.700, +0.590], score:0.581 slope:-3.15e-03 epsilon:0.34
Met project requirement in 1332 episodes
episode:1333, steps:32, total steps:168823, current:[+0.000, +0.090], score:0.581 slope:-3.73e-03 epsilon:0.34
Met project requirement in 1333 episodes
episode:1334, steps:29, total steps:168852, current:[+0.000, +0.090], score:0.573 slope:-3.83e-03 epsilon:0.34
Met project requirement in 1334 episodes
episode:1335, steps:31, total steps:168883, current:[-0.010, +0.100], score:0.573 slope:-4.40e-03 epsilon:0.34
Met project requirement in 1335 episodes
episode:1336, steps:22, total steps:168905, current:[-0.010, +0.000], score:0.567 slope:-4.72e-03 epsilon:0.34
Met project requirement in 1336 episodes
episode:1337, steps:31, total steps:168936, current:[-0.010, +0.100], score:0.564 slope:-5.10e-03 epsilon:0.34
Met project requirement in 1337 episodes
episode:1338, steps:63, total steps:168999, current:[+0.100, +0.190], score:0.556 slope:-5.06e-03 epsilon:0.34
Met project requirement in 1338 episodes
episode:1339, steps:30, total steps:169029, current:[-0.010, +0.100], score:0.549 slope:-5.18e-03 epsilon:0.34
Met project requirement in 1339 episodes
episode:1340, steps:545, total steps:169574, current:[+1.390, +1.400], score:0.560 slope:-4.83e-03 epsilon:0.34
Met project requirement in 1340 episodes
episode:1341, steps:76, total steps:169650, current:[+0.090, +0.200], score:0.544 slope:-4.29e-03 epsilon:0.34
Met project requirement in 1341 episodes
episode:1342, steps:721, total steps:170371, current:[+1.900, +1.790], score:0.559 slope:-3.57e-03 epsilon:0.34
Met project requirement in 1342 episodes
episode:1343, steps:643, total steps:171014, current:[+1.590, +1.700], score:0.556 slope:-2.02e-03 epsilon:0.34
Met project requirement in 1343 episodes
episode:1344, steps:90, total steps:171104, current:[+0.190, +0.200], score:0.550 slope:-2.08e-03 epsilon:0.34
Met project requirement in 1344 episodes
episode:1345, steps:255, total steps:171359, current:[+0.700, +0.590], score:0.547 slope:-1.72e-03 epsilon:0.34
Met project requirement in 1345 episodes
episode:1346, steps:280, total steps:171639, current:[+0.700, +0.590], score:0.549 slope:-1.66e-03 epsilon:0.34
Met project requirement in 1346 episodes
episode:1347, steps:108, total steps:171747, current:[+0.300, +0.190], score:0.544 slope:-1.65e-03 epsilon:0.34
Met project requirement in 1347 episodes
episode:1348, steps:51, total steps:171798, current:[-0.010, +0.100], score:0.536 slope:-1.70e-03 epsilon:0.34
Met project requirement in 1348 episodes
episode:1349, steps:249, total steps:172047, current:[+0.590, +0.600], score:0.536 slope:-1.62e-03 epsilon:0.34
Met project requirement in 1349 episodes
episode:1350, steps:16, total steps:172063, current:[-0.010, +0.000], score:0.523 slope:-1.48e-03 epsilon:0.34
Met project requirement in 1350 episodes
episode:1351, steps:30, total steps:172093, current:[+0.000, +0.090], score:0.514 slope:-1.45e-03 epsilon:0.34
Met project requirement in 1351 episodes
episode:1352, steps:127, total steps:172220, current:[+0.290, +0.300], score:0.515 slope:-1.76e-03 epsilon:0.34
Met project requirement in 1352 episodes
episode:1353, steps:255, total steps:172475, current:[+0.600, +0.590], score:0.514 slope:-1.60e-03 epsilon:0.34
Met project requirement in 1353 episodes
episode:1354, steps:52, total steps:172527, current:[+0.100, -0.010], score:0.510 slope:-1.85e-03 epsilon:0.34
Met project requirement in 1354 episodes
episode:1355, steps:185, total steps:172712, current:[+0.390, +0.500], score:0.503 slope:-1.44e-03 epsilon:0.34
Met project requirement in 1355 episodes
episode:1356, steps:37, total steps:172749, current:[-0.010, +0.000], score:0.501 slope:-1.92e-03 epsilon:0.34
Met project requirement in 1356 episodes
episode:1357, steps:38, total steps:172787, current:[+0.100, -0.010], score:0.500 slope:-2.34e-03 epsilon:0.34
episode:1358, steps:367, total steps:173154, current:[+1.000, +0.890], score:0.494 slope:-1.38e-03 epsilon:0.34
episode:1359, steps:1000, total steps:174154, current:[+2.600, +2.600], score:0.516 slope:-1.91e-04 epsilon:0.34
Met project requirement in 1359 episodes
episode:1360, steps:25, total steps:174179, current:[+0.100, -0.010], score:0.514 slope:-5.75e-04 epsilon:0.33
Met project requirement in 1360 episodes
episode:1361, steps:52, total steps:174231, current:[+0.100, +0.090], score:0.491 slope:3.23e-04 epsilon:0.33
episode:1362, steps:120, total steps:174351, current:[+0.300, +0.190], score:0.483 slope:5.79e-04 epsilon:0.33
episode:1363, steps:33, total steps:174384, current:[-0.010, +0.100], score:0.483 slope:1.19e-04 epsilon:0.33
episode:1364, steps:31, total steps:174415, current:[-0.010, +0.100], score:0.471 slope:3.87e-04 epsilon:0.33
episode:1365, steps:30, total steps:174445, current:[+0.000, -0.010], score:0.471 slope:-1.78e-04 epsilon:0.33
episode:1366, steps:126, total steps:174571, current:[+0.290, +0.300], score:0.473 slope:-5.04e-04 epsilon:0.33
episode:1367, steps:166, total steps:174737, current:[+0.390, +0.400], score:0.476 slope:-7.73e-04 epsilon:0.33
episode:1368, steps:395, total steps:175132, current:[+0.990, +1.000], score:0.485 slope:-6.90e-04 epsilon:0.33
episode:1369, steps:239, total steps:175371, current:[+0.590, +0.600], score:0.490 slope:-8.54e-04 epsilon:0.33
episode:1370, steps:31, total steps:175402, current:[-0.010, +0.100], score:0.490 slope:-1.32e-03 epsilon:0.33
episode:1371, steps:70, total steps:175472, current:[+0.090, +0.200], score:0.491 slope:-1.73e-03 epsilon:0.33
episode:1372, steps:505, total steps:175977, current:[+1.300, +1.190], score:0.503 slope:-1.49e-03 epsilon:0.33
Met project requirement in 1372 episodes
episode:1373, steps:208, total steps:176185, current:[+0.500, +0.490], score:0.504 slope:-1.55e-03 epsilon:0.33
Met project requirement in 1373 episodes
episode:1374, steps:281, total steps:176466, current:[+0.690, +0.700], score:0.505 slope:-1.38e-03 epsilon:0.33
Met project requirement in 1374 episodes
episode:1375, steps:318, total steps:176784, current:[+0.800, +0.790], score:0.511 slope:-1.39e-03 epsilon:0.33
Met project requirement in 1375 episodes
episode:1376, steps:30, total steps:176814, current:[+0.000, +0.090], score:0.511 slope:-1.88e-03 epsilon:0.33
Met project requirement in 1376 episodes
episode:1377, steps:60, total steps:176874, current:[+0.090, +0.100], score:0.511 slope:-2.38e-03 epsilon:0.33
Met project requirement in 1377 episodes
episode:1378, steps:498, total steps:177372, current:[+1.300, +1.190], score:0.523 slope:-2.16e-03 epsilon:0.33
Met project requirement in 1378 episodes
episode:1379, steps:32, total steps:177404, current:[+0.100, -0.010], score:0.524 slope:-2.73e-03 epsilon:0.33
Met project requirement in 1379 episodes
episode:1380, steps:69, total steps:177473, current:[+0.090, +0.200], score:0.522 slope:-3.00e-03 epsilon:0.33
Met project requirement in 1380 episodes
episode:1381, steps:33, total steps:177506, current:[-0.010, +0.100], score:0.520 slope:-3.38e-03 epsilon:0.33
Met project requirement in 1381 episodes
episode:1382, steps:52, total steps:177558, current:[+0.090, +0.100], score:0.511 slope:-3.34e-03 epsilon:0.33
Met project requirement in 1382 episodes
episode:1383, steps:51, total steps:177609, current:[+0.100, +0.090], score:0.504 slope:-3.41e-03 epsilon:0.33
Met project requirement in 1383 episodes
episode:1384, steps:166, total steps:177775, current:[+0.390, +0.400], score:0.495 slope:-2.99e-03 epsilon:0.33
episode:1385, steps:693, total steps:178468, current:[+1.690, +1.800], score:0.502 slope:-1.85e-03 epsilon:0.33
Met project requirement in 1385 episodes
episode:1386, steps:1000, total steps:179468, current:[+2.600, +2.600], score:0.504 slope:5.49e-04 epsilon:0.33
Met project requirement in 1386 episodes
episode:1387, steps:270, total steps:179738, current:[+0.690, +0.700], score:0.508 slope:5.42e-04 epsilon:0.33
Met project requirement in 1387 episodes
episode:1388, steps:30, total steps:179768, current:[+0.000, +0.090], score:0.508 slope:4.71e-05 epsilon:0.33
Met project requirement in 1388 episodes
episode:1389, steps:1000, total steps:180768, current:[+2.600, +2.500], score:0.529 slope:1.28e-03 epsilon:0.33
Met project requirement in 1389 episodes
episode:1390, steps:16, total steps:180784, current:[-0.010, +0.100], score:0.526 slope:9.47e-04 epsilon:0.33
Met project requirement in 1390 episodes
episode:1391, steps:341, total steps:181125, current:[+0.790, +0.900], score:0.509 slope:2.43e-03 epsilon:0.33
Met project requirement in 1391 episodes
episode:1392, steps:51, total steps:181176, current:[+0.090, +0.100], score:0.502 slope:2.36e-03 epsilon:0.33
Met project requirement in 1392 episodes
episode:1393, steps:736, total steps:181912, current:[+1.890, +1.900], score:0.516 slope:3.19e-03 epsilon:0.33
Met project requirement in 1393 episodes
episode:1394, steps:90, total steps:182002, current:[+0.190, +0.200], score:0.514 slope:2.93e-03 epsilon:0.33
Met project requirement in 1394 episodes
episode:1395, steps:127, total steps:182129, current:[+0.290, +0.300], score:0.506 slope:3.15e-03 epsilon:0.33
Met project requirement in 1395 episodes
episode:1396, steps:161, total steps:182290, current:[+0.400, +0.390], score:0.507 slope:2.96e-03 epsilon:0.33
Met project requirement in 1396 episodes
episode:1397, steps:776, total steps:183066, current:[+1.990, +2.000], score:0.527 slope:3.54e-03 epsilon:0.32
Met project requirement in 1397 episodes
episode:1398, steps:1000, total steps:184066, current:[+2.500, +2.600], score:0.552 slope:4.51e-03 epsilon:0.32
Met project requirement in 1398 episodes
episode:1399, steps:377, total steps:184443, current:[+0.990, +1.000], score:0.562 slope:4.44e-03 epsilon:0.32
Met project requirement in 1399 episodes
episode:1400, steps:506, total steps:184949, current:[+1.300, +1.290], score:0.573 slope:4.66e-03 epsilon:0.32
Met project requirement in 1400 episodes
episode:1401, steps:85, total steps:185034, current:[+0.190, +0.200], score:0.575 slope:4.09e-03 epsilon:0.32
Met project requirement in 1401 episodes
episode:1402, steps:142, total steps:185176, current:[+0.300, +0.390], score:0.553 slope:5.21e-03 epsilon:0.32
Met project requirement in 1402 episodes
episode:1403, steps:29, total steps:185205, current:[+0.000, +0.090], score:0.553 slope:4.66e-03 epsilon:0.32
Met project requirement in 1403 episodes
episode:1404, steps:700, total steps:185905, current:[+1.800, +1.790], score:0.566 slope:5.37e-03 epsilon:0.32
Met project requirement in 1404 episodes
episode:1405, steps:46, total steps:185951, current:[+0.100, +0.090], score:0.566 slope:4.81e-03 epsilon:0.32
Met project requirement in 1405 episodes
episode:1406, steps:30, total steps:185981, current:[+0.000, +0.090], score:0.566 slope:4.25e-03 epsilon:0.32
Met project requirement in 1406 episodes
episode:1407, steps:200, total steps:186181, current:[+0.500, +0.490], score:0.569 slope:3.99e-03 epsilon:0.32
Met project requirement in 1407 episodes
episode:1408, steps:30, total steps:186211, current:[-0.010, +0.100], score:0.568 slope:3.48e-03 epsilon:0.32
Met project requirement in 1408 episodes
episode:1409, steps:233, total steps:186444, current:[+0.600, +0.590], score:0.570 slope:3.40e-03 epsilon:0.32
Met project requirement in 1409 episodes
episode:1410, steps:546, total steps:186990, current:[+1.390, +1.400], score:0.578 slope:3.91e-03 epsilon:0.32
Met project requirement in 1410 episodes
episode:1411, steps:128, total steps:187118, current:[+0.290, +0.300], score:0.580 slope:3.45e-03 epsilon:0.32
Met project requirement in 1411 episodes
episode:1412, steps:30, total steps:187148, current:[-0.010, +0.100], score:0.571 slope:3.42e-03 epsilon:0.32
Met project requirement in 1412 episodes
episode:1413, steps:502, total steps:187650, current:[+1.290, +1.300], score:0.574 slope:4.12e-03 epsilon:0.32
Met project requirement in 1413 episodes
episode:1414, steps:32, total steps:187682, current:[-0.010, +0.100], score:0.570 slope:3.79e-03 epsilon:0.32
Met project requirement in 1414 episodes
episode:1415, steps:69, total steps:187751, current:[+0.200, +0.090], score:0.566 slope:3.59e-03 epsilon:0.32
Met project requirement in 1415 episodes
episode:1416, steps:52, total steps:187803, current:[+0.100, +0.090], score:0.560 slope:3.39e-03 epsilon:0.32
Met project requirement in 1416 episodes
episode:1417, steps:242, total steps:188045, current:[+0.590, +0.600], score:0.563 slope:3.26e-03 epsilon:0.32
Met project requirement in 1417 episodes
episode:1418, steps:109, total steps:188154, current:[+0.300, +0.180], score:0.559 slope:3.19e-03 epsilon:0.32
Met project requirement in 1418 episodes
episode:1419, steps:65, total steps:188219, current:[+0.200, +0.090], score:0.550 slope:3.30e-03 epsilon:0.32
Met project requirement in 1419 episodes
episode:1420, steps:32, total steps:188251, current:[+0.000, +0.090], score:0.542 slope:3.24e-03 epsilon:0.32
Met project requirement in 1420 episodes
episode:1421, steps:393, total steps:188644, current:[+1.000, +0.990], score:0.539 slope:3.97e-03 epsilon:0.32
Met project requirement in 1421 episodes
episode:1422, steps:488, total steps:189132, current:[+1.190, +1.300], score:0.550 slope:4.22e-03 epsilon:0.32
Met project requirement in 1422 episodes
episode:1423, steps:242, total steps:189374, current:[+0.590, +0.600], score:0.555 slope:3.97e-03 epsilon:0.32
Met project requirement in 1423 episodes
episode:1424, steps:87, total steps:189461, current:[+0.200, +0.190], score:0.556 slope:3.48e-03 epsilon:0.32
Met project requirement in 1424 episodes
episode:1425, steps:280, total steps:189741, current:[+0.700, +0.690], score:0.559 slope:3.47e-03 epsilon:0.32
Met project requirement in 1425 episodes
episode:1426, steps:109, total steps:189850, current:[+0.190, +0.300], score:0.561 slope:3.03e-03 epsilon:0.32
Met project requirement in 1426 episodes
episode:1427, steps:14, total steps:189864, current:[-0.010, +0.000], score:0.561 slope:2.36e-03 epsilon:0.32
Met project requirement in 1427 episodes
episode:1428, steps:182, total steps:190046, current:[+0.500, +0.390], score:0.565 slope:2.04e-03 epsilon:0.32
Met project requirement in 1428 episodes
episode:1429, steps:1000, total steps:191046, current:[+2.600, +2.600], score:0.588 slope:3.09e-03 epsilon:0.32
Met project requirement in 1429 episodes
episode:1430, steps:117, total steps:191163, current:[+0.290, +0.300], score:0.583 slope:3.05e-03 epsilon:0.32
Met project requirement in 1430 episodes
episode:1431, steps:128, total steps:191291, current:[+0.300, +0.290], score:0.585 slope:2.59e-03 epsilon:0.32
Met project requirement in 1431 episodes
episode:1432, steps:280, total steps:191571, current:[+0.690, +0.700], score:0.585 slope:2.72e-03 epsilon:0.32
Met project requirement in 1432 episodes
episode:1433, steps:375, total steps:191946, current:[+1.000, +0.890], score:0.594 slope:2.67e-03 epsilon:0.32
Met project requirement in 1433 episodes
episode:1434, steps:31, total steps:191977, current:[-0.010, +0.100], score:0.594 slope:2.07e-03 epsilon:0.32
Met project requirement in 1434 episodes
episode:1435, steps:178, total steps:192155, current:[+0.400, +0.490], score:0.598 slope:1.71e-03 epsilon:0.32
Met project requirement in 1435 episodes
episode:1436, steps:128, total steps:192283, current:[+0.290, +0.300], score:0.601 slope:1.17e-03 epsilon:0.31
Met project requirement in 1436 episodes
episode:1437, steps:194, total steps:192477, current:[+0.390, +0.500], score:0.605 slope:8.08e-04 epsilon:0.31
Met project requirement in 1437 episodes
episode:1438, steps:30, total steps:192507, current:[-0.010, +0.100], score:0.604 slope:2.56e-04 epsilon:0.31
Met project requirement in 1438 episodes
episode:1439, steps:65, total steps:192572, current:[+0.100, +0.190], score:0.605 slope:-2.96e-04 epsilon:0.31
Met project requirement in 1439 episodes
episode:1440, steps:413, total steps:192985, current:[+0.990, +1.100], score:0.602 slope:4.80e-04 epsilon:0.31
Met project requirement in 1440 episodes
episode:1441, steps:96, total steps:193081, current:[+0.200, +0.190], score:0.602 slope:-2.58e-06 epsilon:0.31
Met project requirement in 1441 episodes
episode:1442, steps:70, total steps:193151, current:[+0.090, +0.200], score:0.585 slope:5.45e-04 epsilon:0.31
Met project requirement in 1442 episodes
episode:1443, steps:258, total steps:193409, current:[+0.700, +0.590], score:0.575 slope:1.29e-03 epsilon:0.31
Met project requirement in 1443 episodes
episode:1444, steps:394, total steps:193803, current:[+0.990, +1.000], score:0.583 slope:1.31e-03 epsilon:0.31
Met project requirement in 1444 episodes
episode:1445, steps:52, total steps:193855, current:[+0.100, +0.090], score:0.577 slope:1.10e-03 epsilon:0.31
Met project requirement in 1445 episodes
episode:1446, steps:161, total steps:194016, current:[+0.290, +0.400], score:0.574 slope:1.07e-03 epsilon:0.31
Met project requirement in 1446 episodes
episode:1447, steps:240, total steps:194256, current:[+0.600, +0.590], score:0.577 slope:9.17e-04 epsilon:0.31
Met project requirement in 1447 episodes
episode:1448, steps:32, total steps:194288, current:[-0.010, +0.100], score:0.577 slope:3.44e-04 epsilon:0.31
Met project requirement in 1448 episodes
episode:1449, steps:376, total steps:194664, current:[+1.000, +0.890], score:0.581 slope:6.09e-04 epsilon:0.31
Met project requirement in 1449 episodes
episode:1450, steps:26, total steps:194690, current:[-0.010, +0.100], score:0.582 slope:-2.89e-05 epsilon:0.31
Met project requirement in 1450 episodes
episode:1451, steps:268, total steps:194958, current:[+0.700, +0.590], score:0.588 slope:-2.57e-04 epsilon:0.31
Met project requirement in 1451 episodes
episode:1452, steps:89, total steps:195047, current:[+0.190, +0.200], score:0.587 slope:-6.62e-04 epsilon:0.31
Met project requirement in 1452 episodes
episode:1453, steps:311, total steps:195358, current:[+0.700, +0.790], score:0.589 slope:-5.34e-04 epsilon:0.31
Met project requirement in 1453 episodes
episode:1454, steps:252, total steps:195610, current:[+0.700, +0.590], score:0.595 slope:-7.65e-04 epsilon:0.31
Met project requirement in 1454 episodes
episode:1455, steps:637, total steps:196247, current:[+1.700, +1.590], score:0.607 slope:-1.66e-04 epsilon:0.31
Met project requirement in 1455 episodes
episode:1456, steps:396, total steps:196643, current:[+0.990, +1.000], score:0.617 slope:-3.00e-04 epsilon:0.31
Met project requirement in 1456 episodes
episode:1457, steps:1000, total steps:197643, current:[+2.600, +2.600], score:0.642 slope:5.64e-04 epsilon:0.31
Met project requirement in 1457 episodes
episode:1458, steps:2, total steps:197645, current:[-0.010, +0.000], score:0.632 slope:4.00e-04 epsilon:0.31
Met project requirement in 1458 episodes
episode:1459, steps:75, total steps:197720, current:[+0.200, +0.090], score:0.608 slope:1.34e-03 epsilon:0.31
Met project requirement in 1459 episodes
episode:1460, steps:178, total steps:197898, current:[+0.400, +0.490], score:0.612 slope:9.57e-04 epsilon:0.31
Met project requirement in 1460 episodes
episode:1461, steps:31, total steps:197929, current:[-0.010, +0.100], score:0.612 slope:3.43e-04 epsilon:0.31
Met project requirement in 1461 episodes
episode:1462, steps:33, total steps:197962, current:[-0.010, +0.100], score:0.610 slope:-1.50e-04 epsilon:0.31
Met project requirement in 1462 episodes
episode:1463, steps:14, total steps:197976, current:[+0.000, -0.010], score:0.609 slope:-8.22e-04 epsilon:0.31
Met project requirement in 1463 episodes
episode:1464, steps:127, total steps:198103, current:[+0.290, +0.300], score:0.611 slope:-1.31e-03 epsilon:0.31
Met project requirement in 1464 episodes
episode:1465, steps:52, total steps:198155, current:[+0.100, +0.090], score:0.612 slope:-1.99e-03 epsilon:0.31
Met project requirement in 1465 episodes
episode:1466, steps:1000, total steps:199155, current:[+2.600, +2.600], score:0.635 slope:-9.96e-04 epsilon:0.31
Met project requirement in 1466 episodes
episode:1467, steps:193, total steps:199348, current:[+0.490, +0.500], score:0.636 slope:-1.22e-03 epsilon:0.31
Met project requirement in 1467 episodes
episode:1468, steps:29, total steps:199377, current:[+0.000, +0.090], score:0.627 slope:-1.32e-03 epsilon:0.31
Met project requirement in 1468 episodes
episode:1469, steps:337, total steps:199714, current:[+0.900, +0.790], score:0.630 slope:-1.18e-03 epsilon:0.31
Met project requirement in 1469 episodes
episode:1470, steps:30, total steps:199744, current:[+0.000, +0.090], score:0.630 slope:-1.82e-03 epsilon:0.31
Met project requirement in 1470 episodes
episode:1471, steps:29, total steps:199773, current:[+0.000, +0.090], score:0.629 slope:-2.40e-03 epsilon:0.31
Met project requirement in 1471 episodes
episode:1472, steps:33, total steps:199806, current:[-0.010, +0.100], score:0.617 slope:-2.31e-03 epsilon:0.31
Met project requirement in 1472 episodes
episode:1473, steps:222, total steps:200028, current:[+0.490, +0.600], score:0.618 slope:-2.39e-03 epsilon:0.31
Met project requirement in 1473 episodes
episode:1474, steps:15, total steps:200043, current:[+0.000, -0.010], score:0.611 slope:-2.70e-03 epsilon:0.31
Met project requirement in 1474 episodes
episode:1475, steps:413, total steps:200456, current:[+0.990, +1.100], score:0.614 slope:-2.30e-03 epsilon:0.31
Met project requirement in 1475 episodes
episode:1476, steps:444, total steps:200900, current:[+1.100, +1.090], score:0.624 slope:-2.33e-03 epsilon:0.30
Met project requirement in 1476 episodes
episode:1477, steps:332, total steps:201232, current:[+0.900, +0.790], score:0.632 slope:-2.48e-03 epsilon:0.30
Met project requirement in 1477 episodes
episode:1478, steps:1000, total steps:202232, current:[+2.600, +2.600], score:0.645 slope:-9.06e-04 epsilon:0.30
Met project requirement in 1478 episodes
episode:1479, steps:2, total steps:202234, current:[-0.010, +0.000], score:0.644 slope:-1.62e-03 epsilon:0.30
Met project requirement in 1479 episodes
episode:1480, steps:241, total steps:202475, current:[+0.590, +0.600], score:0.648 slope:-1.91e-03 epsilon:0.30
Met project requirement in 1480 episodes
episode:1481, steps:158, total steps:202633, current:[+0.400, +0.390], score:0.651 slope:-2.39e-03 epsilon:0.30
Met project requirement in 1481 episodes
episode:1482, steps:299, total steps:202932, current:[+0.690, +0.800], score:0.658 slope:-2.64e-03 epsilon:0.30
Met project requirement in 1482 episodes
episode:1483, steps:356, total steps:203288, current:[+0.890, +0.900], score:0.666 slope:-2.83e-03 epsilon:0.30
Met project requirement in 1483 episodes
episode:1484, steps:87, total steps:203375, current:[+0.200, +0.090], score:0.664 slope:-3.27e-03 epsilon:0.30
Met project requirement in 1484 episodes
episode:1485, steps:30, total steps:203405, current:[+0.000, +0.090], score:0.647 slope:-2.92e-03 epsilon:0.30
Met project requirement in 1485 episodes
episode:1486, steps:166, total steps:203571, current:[+0.390, +0.400], score:0.625 slope:-1.89e-03 epsilon:0.30
Met project requirement in 1486 episodes
episode:1487, steps:260, total steps:203831, current:[+0.600, +0.590], score:0.624 slope:-1.86e-03 epsilon:0.30
Met project requirement in 1487 episodes
episode:1488, steps:262, total steps:204093, current:[+0.700, +0.590], score:0.630 slope:-2.13e-03 epsilon:0.30
Met project requirement in 1488 episodes
episode:1489, steps:341, total steps:204434, current:[+0.900, +0.890], score:0.613 slope:-7.79e-04 epsilon:0.30
Met project requirement in 1489 episodes
